Musée,Nuléro de caisse,inventaire,inventaire clean,pictures filenames,matériau,matériau simplifié,"matériau (sous-type)
",incertitude sur le matériel,typologie,typologie@en,datation,incertitude sur la datation,provenance (country code),provenance,provenance@en,incertitude sur provenance,nombre de fragements,number of fragments clean,typologies de fragments,taille,poids,lacunaire (observations),% lacunaire,Integrity,degradation state,condition state,weapon,autre dégradations visibles ,observations ,Unnamed: 12,autres observations,Unnamed: 13,Unnamed: 15,obaservations ,NR,"NR 
 collegato",Relazione,Inventario MGGC,Collocazione fisica,"Sala
 mostra",Didascalia,Riproduzione digitale,Consistenza,"Tipologia
 documentaria NO AAT","Tipologia
 documentaria",material_to_technic,Tecnica,"Tipologia riprod. 
in mostra",Soggetti,"Titolo 
 originale",Titolo museale,Titolo @en,Data,Scopritore,Autore_extended,Autore,Traduttore,Disegnatore,Incisore,Editore,"Luogo 
 editore","Preparatore 
 museale",Committente,Collezione_extended,Collezione,"Ente 
 conservatore","Luogo
 conservazione",provenance_file,Regno,Phylum,Classe,Ordine,Famiglia,Genere,Specie,Taxon_data,TIPO,Periodo_geologico,Età_specifica,Formazione_geologica,Ambiente_deposizionale,Stato_geografico_raccolta,Luogo_raccolta
MIC,19,"429,2","429,2","429,2 (1).JPG
429,2 (2).JPG
429,2 (13).JPG
429,2 (17).JPG
429.png",creamware,terraglia,,FALSE,flask vase,flask vase,1910,FALSE,100,Bulgary,Bulgary,FALSE,28,28,,"h 30cm, l 23 cm",,,10-15,complete archeological profile,"cracked / split, burn mark, melting of the glaze, metallization traces, fusion of exogenous elements",poor,incendiary grenade,,Displayed in the showcase 358 room XI of the pre war museum,,,,,,"429,2",,,,,,vase bottle with polychrome geometric decorations art nouveau style ,,,flask vase,vases,creamware,,,geometric,,flask vase,,1910,,,art and works school of Sofia,,,,,,,,Donation from the Ministry of pubblic instruction of Bulgary,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,19,"327,2","327,2","327,2 (1).JPG
327,2 (15).JPG
327,2 (16).JPG
327.png",creamware,terraglia,,FALSE,cup with one handle,cup with one handle,1910,FALSE,100,Bulgary,Bulgary,FALSE,14,14,,"h 8cm, l 17cm",,,10-15,complete archeological profile,"cracked / split, burn mark, fusion of exogenous elements, melting of the glaze",poor,incendiary grenade,,Displayed in the showcase 358 room XI of the pre war museum,,,,,,"327,2",,,,,,cup with polychrome geometric decorations art nouveau style ,,,cup with one handle,"bowls (vessels), cups (drinking vessels)",creamware,,,geometric,,cup one handle,,1910,,,art and works school of Sofia,,,,,,,,Donation from the Ministry of pubblic instruction of Bulgary,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,19,"323,2","323,2","323,2 (6).JPG
323,2 (16).JPG
323,2 (18).JPG
323,2 (26).JPG
323.png",creamware,terraglia,,FALSE,vase,vase,1910,FALSE,100,Bulgary,Bulgary,FALSE,29,29,,"h24cm, l 14cm",,,20-25,complete archeological profile,"cracked / split, fusion of exogenous elements, metallization traces, burn mark",poor,incendiary grenade,,Displayed in the showcase 358 room XI of the pre war museum,,,,,,"323,2",,,,,,Vase ,,,,vases,creamware,,,geometric,,vase with art nouveau motives,,1910,,,art and works school of Sofia,,,,,,,,Donation from the Ministry of pubblic instruction of Bulgary,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,19,"328,2","328,2","328,2 (1).JPG
328,2 (18).JPG
328,2 (27).JPG
328.png",creamware,terraglia,,FALSE,vase,vase,1910,FALSE,100,Bulgary,Bulgary,FALSE,10,10,,"h 25cm, l 8,7",,,<10,complete archeological profile,"cracked / split, burn mark, melting of the glaze, fusion of exogenous elements, metallization traces",poor,incendiary grenade,,Displayed in the showcase 358 room XI of the pre war museum,,,,,,"328,2",,,,,,Vase ,,,,vases,creamware,,,geometric,,vase with art nouveau motives,,1910,,,art and works school of Sofia,,,,,,,,Donation from the Ministry of pubblic instruction of Bulgary,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,19,"329,2","329,2","329,2 (9).JPG
329,2 (18).JPG
329,2 (21).JPG
329,2 (23).JPG
329.png",creamware,terraglia,,FALSE,vase with two handles,vase,1910,FALSE,100,Bulgary,Bulgary,FALSE,41,41,,"h 28cm, l 14cm",,,10-15,complete archeological profile,"cracked / split, burn mark, melting of the glaze, fusion of exogenous elements, metallization traces",poor,incendiary grenade,,Displayed in the showcase 358 room XI of the pre war museum,,,,,,"329,2",,,,,,flower vase,,,vase with two handles,vases,creamware,,,geometric,,vase with art nouveau motives,,1910,,,art and works school of Sofia,,,,,,,,Donation from the Ministry of pubblic instruction of Bulgary,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,,"232,2","232,2","232,2 (3).JPG
232,2 (7).JPG
232,2 (8).JPG
232,2 (12).JPG
232.png",grès,grés,blanc,FALSE,Vase,vase,1910,FALSE,643,Russia,Russia,FALSE,9,9,,"h 21 cm, l 13 cm",,,<10,complete archeological profile,"broken / stuck, aging of old restauration products, cracked / split",good,incendiary grenade,"Almost complete, one or two impact point visible. One in the center present a particular structure with a large fracture in at half the vase, and then spreading in 4 geometrical smaller fragments",Displayed in the showcase 28 room XI of the pre war museum,,,,,,"232,2",,,,,,vase,,,dark green vase,vases,grès,,,plain green vase,,plain green vase,,1910,,,,,,,,,,,Donation from  S.E.  Princess Dolgoraukoff ,S.E.  Princess Dolgoraukoff ,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,39,"140,2","140,2","140,2 (2).JPG
140,2 (3).JPG
140,2 (10).JPG
140,2 (12).JPG
140,2 (18).JPG
140.png",creamware,terraglia,,FALSE,vase,vase,1909,FALSE,348,Hungary,Hungary,FALSE,40,40,,"h 27,5 cm, l 15 cm",,,>30,incomplete,"burn mark, melting of the glaze, fusion of exogenous elements, metallization traces, lack of stability, cracked / split",poor,incendiary grenade,no connection between the foot and the body,Displayed in the showcase 181 room XI of the pre war museum,,,,,,"140,2",,,,,,"Ovoid lustre vase, faunal and floral decoration",,,vase with animals and plants,vases,creamware,,,vase with animals and plants,,vase with animals and plants,,1909,,,Zsolnay Manufactory,,,,,,,,Donation from the manufactory,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,39,"149,2","149,2","149,2 (5).JPG
149,2 (6).JPG
149,2 (11).JPG
149,2 (12).JPG
149.png",creamware,terraglia,,FALSE,vase,vase,1908,FALSE,348,Hungary,Hungary,FALSE,15,15,,"h 24 cm , l 8 cm",,,30-40,incomplete,"cracked / split, burn mark, melting of the glaze, fusion of exogenous elements",bad,incendiary grenade,"too many missing parts, no connexions with the fragments, almost half of the object is missing",Displayed in the showcase 181 room XI of the pre war museum,,,,,,"149,2",,,,,,small vase,,,bi-vaned vase with blu green reflects,vases,creamware,,,bi-vaned vase with blu green reflects,,bi-vaned vase with blu green reflects,,1908,,,Zsolnay Manufactory,,,,,,,,Donation from the ministry of agriculture and industry,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,79,"9747,1","9747,1","9747,1 (4).JPG
9747,1 (7).JPG
9747,1 (11).JPG
9747,1 (13).JPG
9747,1 (20).JPG
9747.png",creamware,terraglia,,FALSE,cup with lid ,cup with lid ,XVIII,FALSE,380,Italy,Italy,FALSE,2,2,,"h 17 cm, diam 17 cm",,,<5,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, metallization traces",bad,incendiary grenade,"almost complete (one handle missing), but very deteriorated on the surface (decorations are unreadable)",Displayed in the showcase 408 room XII of the pre war museum,,,,,,"9747,1",,,,,,broth cup on foot,,,broth cup on foot with two handles and a lid,mugs (cups),creamware,,,floral decorations,,broth cup on foot,,1700-1799,,,Ginori manufactory,,,,,,,,Acquisition from cav. Arturo Villoresi,cav. Arturo Villoresi,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,79,"9747,1","9747,1","9747,1 (4).JPG
9747,1 (7).JPG
9747,1 (11).JPG
9747,1 (13).JPG
9747,1 (20).JPG
9747.png",creamware,terraglia,,FALSE,saucer,saucer,XVIII,FALSE,380,Italy,Italy,FALSE,19,19,,diam 18 cm,,,<10,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, metallization traces, broken / stuck",poor,incendiary grenade,,Displayed in the showcase 408 room XII of the pre war museum,,,,,,"9747,1",,,,,,saucer,,,saucer,saucers (plates),creamware,,,floral decorations,,saucer ,,1700-1799,,,Ginori manufactory,,,,,,,,Acquisition from cav. Arturo Villoresi,cav. Arturo Villoresi,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,51,"2336,2","2336,2","2336,1 (2).JPG
2336,1 (5).JPG
2336,1 (7).JPG
2336,1 (16).JPG
2336,1 (17).JPG
2336.png",grés,grés,blanc,FALSE,vase,vase,1933,FALSE,752,Sweden ,Sweden ,FALSE,117,117,,"h 21,5 cm, diam 19cm",,,>30,complete archeological profile,"cracked / split, burn mark, fusion of exogenous elements, melting of the glaze, metallization traces, lack of stability",bad,incendiary grenade,,Displayed in the showcase 404 room XI of the pre war museum,,,,,,"2336,1",,,,,,Swedish vase with light turquoise glaze,,,vase ,vases,grès,,,plain turquoise glaze,,vase,,1933,,,Gustavsberg Porcelain Factory,,,,,,,,Exchange made between the MIC and the national museum of Stockholm,National museum of Stockholm,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,41,"156,2","156,2","156,2 (10).JPG
156,2 (15).JPG
156,2 (18).JPG
156,2 (21).JPG
156.png",creamware,terraglia,,FALSE,vase,vase,XX,FALSE,208,Danemark,Danemark,FALSE,9,9,,"h 26 cm, l 10 cm",,,<5,complete archeological profile,"cracked / split, dust / dirtying, burn mark, fusion of exogenous elements, metallization traces",poor,incendiary grenade,"almost complete, one fragment missing. The broken part regards only the upper part of the vase, which has a round form. ",Displayed in the showcase 180 room XI of the pre war museum,,,,,,"156,2",,,,,,vase in creamware from Copenhague with flowers and leaves ,,,vase,vases,creamware,,,Florals,,vase,,1908,,,Kofenhagen - Fajence fabriken Aluminia,,Nils Thorsson,,,,,,Donation from the ministry of agriculture and industry 1908,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,19,"1395,2","1395,2","1395,2 (1).JPG
1395,2 (6).JPG
1395,2 (14).JPG
1395,2 (18).JPG
1395,2 (20).JPG
1395,2.png",creamware,terraglia,,FALSE,vase holder,vase holder,XX,FALSE,208,Danemark,Danemark,FALSE,51,51,,"h 24 cm, l 31,5 cm",,,20-25,complete archeological profile,"cracked / split, burn mark, metallization traces, melting of the glaze",poor,incendiary grenade,a lot of fragments broken in the thickness,Displayed in the showcase 180 room XI of the pre war museum,,,,,,"1395,2",,,,,,vase in creamware from Copenhague with flowers ,,,vase holder,vases,creamware,,,florals,,vase,,1927,,,Kofenhagen - Fajence fabriken Aluminia,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,26,"14,2","14,2","14,2 (3).JPG 
14,2 (7).JPG
14,2 (9).JPG
14,2 (11).JPG
14,2 (14).JPG
14.png",creamware,terraglia,,FALSE,plate,plate,XX,FALSE,208,Danemark,Danemark,FALSE,16,16,,Diam 44 cm,,,<10,complete archeological profile,"cracked / split, burn mark, metallization traces, fusion of exogenous elements, lack of stability, aging of old restauration products",poor,incendiary grenade,,Displayed in the showcase 180 room XI of the pre war museum,,,,,,"14,2",,,,,,plate with pheasant with floral decoration,,,plate ,"""plates (general, dishes)""",creamware,,,pheasant and leaves,,plate,,1908,,,Kofenhagen - Fajence fabriken Aluminia,,,,,,,,Donation from the manufactory 1908,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,41,"1396,2","1396,2","1396,2 (3).JPG
1396,2 (9).JPG
1396,2 (16).JPG
1396,2 (17).JPG
1396,2 (19).JPG
1396.png",creamware,terraglia,,FALSE,plate,plate,XX,FALSE,208,Danemark,Danemark,FALSE,70,70,,"h 7,5 cm, diam 39 cm",,,15-20,complete archeological profile,"cracked / split, metallization traces, aging of old restauration products",fair,incendiary grenade,,Displayed in the showcase 180 room XI of the pre war museum,,,,,,"1396,2",,,,,,large shaped earthenware dish with pineapple and fruits of copenaghen,,,plate ,"""plates (general, dishes)""",creamware,,,fruits and leaves ,,plate,,1927,,,Kofenhagen - Fajence fabriken Aluminia,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,35,"2339,2","2339,2","2339,2 (5).JPG
2339,2 (9).JPG
2339,2 (16).JPG
2339.png",grés,grés,,FALSE,bottle,bottle,XX,FALSE,752,Sweden ,Sweden ,FALSE,13,13,,"h 14 cm, diam 8 cm",,,10,complete archeological profile,"cracked / split, burn mark, fusion of exogenous elements",fair,incendiary grenade,,Displayed in the showcase 404 room XI of the pre war museum,,,,,,"2339,2",,,,,,bottle with horizontal circles,,,bottle,bottles,grés,,,geometric,,bottle,,1933,,,Gustavsberg Porcelain Factory,,,,,,,,Exchange made between the MIC and the national museum of Stockholm,National museum of Stockholm,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,35,"2340,2","2340,2","2340,2 (2).JPG
2340,2 (7).JPG
2340,2 (9).JPG
2340,2 (12).JPG
2340.png",grés,grés,,FALSE,bowl,bowl,XX,FALSE,752,Sweden ,Sweden ,FALSE,15,15,,"h 6 cm,  diam 12,5 cm ",,,10-15,complete archeological profile,"cracked / split, burn mark, fusion of exogenous elements, lack of adhesion of the glaze",fair,incendiary grenade,,Displayed in the showcase 404 room XI of the pre war museum,,,,,,"2340,2",,,,,,small bowl from sweden with blu glaze,,,bowl,bowls (vessels),grés,,,plain,,bowl,,1933,,,Gustavsberg Porcelain Factory,,,,,,,,Exchange made between the MIC and the national museum of Stockholm,National museum of Stockholm,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,35,"2352,2","2352,2","2352,2 (6).JPG
2352,2 (13).JPG
2352,2 (16).JPG
2352,2 (18).JPG
2352.png",grés,grés,blanc,TRUE,vase,vase,XX,FALSE,752,Sweden ,Sweden ,FALSE,34,34,,"h 19 cm, diam 13 cm",,,<10,complete archeological profile,"cracked / split, burn mark, fusion of exogenous elements, melting of the glaze",poor,incendiary grenade,,Displayed in the showcase 206 room XI of the pre war museum,,,,,,"2352,2",,,,,,Vase from Licköping factory with a gazelle hunting scene,,,vase,vases,grés,,,Hunting scene,,vase,,1934,,,Licköping Porslinsfabrik,,,,,,,,Exchange made between the MIC and the national museum of Stockholm,National museum of Stockholm,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,84,"2748,2","2748,2","2748,2 (2).JPG
2748,2 (4).JPG
2748,2 (8).JPG
2748,2 (10).JPG
2748,2 (13).JPG
2748.png",Terraglia,terraglia,,FALSE,vase,vase,1938,FALSE,380,Italy,Italy,FALSE,26,26,,"h 39 cm, diam 37,5 cm",,,25-30,complete archeological profile,"broken / stuck, burn mark, melting of the glaze, metallization traces, fusion of exogenous elements",poor,incendiary grenade,difficult to count the fragments because the object has been restored and glued,Displayed in the showcase 128 room II of the pre war museum,,,,,,"2748,2",,,,,,large ball vase,,,vase,vases,Terraglia,,,plain red glaze,,Large Ginori red vase,,1938,,,Ginori,,,,,,,,Donation from the manufacture,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,79,Sn Alberghi,Sn Alberghi,"SN-Alberghi (1).JPG
SN-Alberghi (7).JPG
SN-Alberghi (8).JPG
SN-Alberghi (11).JPG
sn alberghi.png",Terraglia,terraglia,,FALSE,toothpick holder,toothpick holder,XIX,TRUE,380,Italy ,Italy ,TRUE,1,1,,"h 6,5 cm; L 9cm x 6cm ",,,0,complete,"metallization traces, burn mark, chip",fair,incendiary grenade,"This object has an after war duplicate, N°20777. This duplicate show the original white colour of the object. ",Displayed in the showcase 53 room XII of the pre war museum,,,,,,SN Alberghi,,,,,,sheep-shaped toothpick holder ,,,toothpick holder,toothpick holder,Terraglia,,,White sheep-shaped toothpick holder,,White sheep-shaped toothpick holder,,1800-1899,,,,,,,,,,,,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,118,"2267,2","2267,2","2267,2 (5).JPG
2267,2 (6).JPG
2267,2 (10).JPG
2267,2 (13).JPG
2267.png",Terraglia,terraglia,,FALSE,vase,vase,1933,FALSE,380,Italy ,Italy ,FALSE,9,9,,"h 26 cm, diam 17,5 cm",,,<10,complete archeological profile,"broken / stuck, burn mark, melting of the glaze, fusion of exogenous elements, metallization traces, lack of stability, poor adhesion of the gilding",bad,incendiary grenade,the inventory says it had a decoration made of golden ships. The design are erased and the gold is gone,Displayed in the showcase 313 room II of the pre war museum,,,,,,"2267,2",,,,,,black vase with golden ships ,,,vase,vases,Terraglia,,,ships ,,black Ginori vase with golden ships,,1933,,,Ginori,,,,,,,,Donation from the manufacture,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MNC,?,10056,10056,,grès,mixte (grés + métal),salé,FALSE,jug ,jug ,XIX - XX,TRUE,276,Germany,Germany,FALSE,6,6,,"h15 cm;  L 12,6 cm; l 10,5 cm",,,<10,complete archeological profile,"cracked / split, aging of old restauration products, dust / dirtying, biological degradation/ presence of microorganisms, melting of the glaze",poor,explosive bomb,oxydation of the metal,"inscription i german in the center "" wer nicht will leiter beim der lass das lieber leir"" (not very lisible = ""wo doesn't want to be a leader, better to let it go"". presence of an hold tag with a different inventory number 1447. ",,,,,,10056,,,,,,German Jug with maxime,,,jug,jugs (vessels),grés,,,blue floral decoration and inscription in the center ,,german jug,,1800-1999,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,?,3567,3567,"3567 (1).JPG
3567 (6).JPG
3567 (9).JPG
3567 (10).JPG
3567 (15).JPG",porcelain ,porcelaine,biscuit,FALSE,basket ,basket,XVIII - XIX ,TRUE,250,France,France,FALSE,1,1,,"h 7,5 cm, diam 19,5 cm",,,<25,incomplete,"cracked / split, dust / dirtying, biological degradation/ presence of microorganisms",poor,explosive bomb,all the decorative elements in the center are missing,"porcelain, with decorative elements in biscuit",,,,,,3567,,,,,,openwork Porcelain basket with biscuit decorativ elements ,,,basket,baskets (containers),porcelaine ,,,"Small white porcelain decorative basket, with biscuit leaves",,France,,1700-1899,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 38V47,16742,16742,"16742 (1).JPG
16742 (3).JPG
16742 (6).JPG",earthenware,faïence,engobée + peinte,FALSE,jug ,jug,XIX - XX,TRUE,642,Romania,Romania,FALSE,6,6,,"h21cm; L 12 cm; l 10,5 cm",,,10-15,complete archeological profile,"cracked / split, dust / dirtying, lack of adhesion of the glaze",fair,explosive bomb,,,,,,,,16742,,,,,,"rustic pottery, engobed earthenware and sgraffito painted decoration, Romanian production ",,,jug,jugs (vessels),earthenware,,,jug with floral polychrome decorations,,Romania,,1800-1999,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 38V47,16753,16753,"16753 (2).JPG
16753 (4).JPG
16753 (7).JPG
16753 (8).JPG",earthenware,faïence,engobée + peinte,FALSE,jug ,jug,XIX - XX,TRUE,642,Romania,Romania,FALSE,3,3,,"h21cm; L 12 cm; l 10,5 cm",,,0,complete,"cracked / split, dust / dirtying, lack of adhesion of the glaze",fair,explosive bomb,,,,,,,,16753,,,,,,"rustic pottery, engobed earthenware and sgraffito painted decoration, Romanian production ",,,jug,jugs (vessels),earthenware,,,jug with floral polychrome decorations,,Romania,,1800-1999,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 38V47,17747,17747,"17747 (2).JPG
17747 (4).JPG
17747 (5).JPG
17747 (9).JPG
17747 (13).JPG
17747.JPG",earthenware,faïence,,FALSE,plate,plate,XIX - XX,TRUE,642,Romania,Romania,FALSE,4,4,,"h 4cm, Diam 22 cm",,,<5,complete archeological profile,"cracked / split, dust / dirtying, lack of adhesion of the glaze",fair,explosive bomb,,,,,,,,17747,,,,,,plate with white and blue floral decoration ,,,plate ,"""plates (general, dishes)""",earthenware,,,white plate with blue floral motives,,Romania,,1800-1999,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 38V47,17797,17797,"17797 (1).JPG
17797 (3).JPG
17797 (5).JPG",earthenware,faïence,,FALSE,donkey figurine,donkey figurine,XX,FALSE,380,Italy,Italy,FALSE,1,1,,"h 8cm; L 8,8 cm ; l 6,5 cm",,,<10,complete archeological profile,dust / dirtying,good,explosive bomb,one hear is missing ,,,,,,,17797,,,,,,"Donkey with green and black glaze, modern italian faience ",,, donkey figurine,figurines,earthenware,,,Donkey figurine,,italy,,1900-1999,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 38V47,17800,17800,"17800 (1).JPG
17800 (3).JPG
17800 (4).JPG
17800.JPG",earthenware,faïence,,FALSE,goat figurine,goat figurine,XX,FALSE,380,Italy,Italy,FALSE,5,5,,"h 9 cm, L 10 cm ; l 5 cm",,,0,complete,"cracked / split, dust / dirtying",good,explosive bomb,,"the tag on on the craft boxing refers to the object as a ""Rabbit polychrome glazed"", it is clearly a goat, so there might be a wrong inv. Number",,,,,,17800,,,,,,rabbit with polychrome glaze,,,goat figurine,figurines,earthenware,,,goat figurine,,italy,,1900-1999,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 27V38,1256,1256,"1256 (2).JPG
1256 (3).JPG
1256 (6).JPG
1256 (9).JPG
1256 (12).JPG",earthenware,faïence,maiolica,FALSE,plate,plate,XVIII - XIX,TRUE,380,Italy,Italy,TRUE,48,48,,"diam 47,7 cm ",,,<10,complete archeological profile,"cracked / split, broken / stuck, aging of old restauration products, dust / dirtying",poor,explosive bomb,"traces of glue from an old tag, wholes of an old attached system (or old restoration treatment ?)",,,,,,,1256,,,,,,large plate with floral motives in reliefs and a central scene of a man in a landscape,,,plate ,"""plates (general, dishes)""",earthenware,,,man in a landscape,,italy,,1700-1899,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 27V38,4045,4045,"4045 (2).JPG
4045 (3).JPG
4045 (4).JPG
4045 (5).JPG
4045 (10).JPG
4045 (11).JPG",earthenware,faïence,maiolica,FALSE,footed plate,footed plate,XVI - XVII,TRUE,380,Italy,Italy,FALSE,38,38,,"h 5 cm, diam 25 cm",,,15,complete archeological profile,"broken / stuck, aging of old restauration products, dust / dirtying",poor,explosive bomb,invasive restoration treatment and aging of the glue,"old tag behong the foot with inventory number ""4045"",  and re written in red more recently, along with another number ""ab. 111 : 732"" ? ",,,,,,4045,,,,,,footed plate representing woman bathing,,,footed plate,"""plates (general, dishes)""",earthenware,,,myhtological scene of a woman bathing with two servants,,italy,,1500-1699,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 27V38,2905,2905,"2905 (1).JPG
2905 (2).JPG
2905 (3).JPG
2905.JPG",earthenware,faïence,,FALSE,plate,plate,XVII,FALSE,380,Italy,Italy,TRUE,4,4,,"h 1,5 cm ; diam 17 cm",,,20,complete archeological profile,"broken / stuck, biological degradation/ presence of microorganisms, aging of old restauration products",poor,explosive bomb,,"half of the old tag with this inscription "" Faïence from the manufactures of N...(?missing) of 17e century, brought bacj and given by the Duc of Luynes in 1840"". ",,,,,,2905,,,,,,"small plate, greek temple in a landscape",,,plate ,"""plates (general, dishes)""",earthenware,,, greek temple in a landscape,,,,1600-1699,,,,,,,,,,,Donation of Mr. the Duke of Luynes,Duke of Luynes Donation,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 27V38,3074,3074,"3074 (1).JPG
3074 (2).JPG
3074 (5).JPG
3074 (7).JPG
3074.JPG",earthenware,faïence,,FALSE,plate,plate,XVIII - XIX,TRUE,380,Italy,Italy,TRUE,85,85,,"diam 33,6 cm",,,10,complete archeological profile,"broken / stuck, aging of old restauration products, dust / dirtying",poor,explosive bomb,traces of glue from an old tag,,,,,,,3074,,,,,,large plate with floral motives in reliefs and a central scene of a landscape and city walls,,,plate ,"""plates (general, dishes)""",earthenware,,,"City with a tower and fortifications, landscape ",,,,1700-1899,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 27V38,5553-7,5553-7,"5553-7 (2).JPG
5553-7 (3).JPG
5553-7 (6).JPG
5553-7 (8).JPG
5553-7 (10).JPG",earthenware,faïence,maiolica,FALSE,plate,plate,XVIII - XIX,TRUE,380,Italy,Italy,TRUE,17,17,,diam 23 cm,,,10-15,complete archeological profile,"broken / stuck, aging of old restauration products, dust / dirtying",poor,explosive bomb,"traces of glue from an old tag, and irregular glaze on the back. ",a small portion under the plate is unglazed,,,,,,5553-7,,,,,,small plate with two dogs in the foreground in a landscape,,,plate ,"""plates (general, dishes)""",earthenware,,,small plate with two dogs in the foreground in a landscape,,,,1700-1899,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
MNC,original wooden crate 27V38,5553,5553,"5553 (1).JPG
5553 (2).JPG
5553 (3).JPG
5553 (4).JPG
5553 (5).JPG",earthenware,faïence,maiolica,FALSE,footed plate,footed plate,XVIII - XIX,TRUE,380,Italy,Italy,TRUE,32,32,,"h 7,5 cm ; diam 26 cm",,,10-15,complete archeological profile,"broken / stuck, aging of old restauration products, dust / dirtying",poor,explosive bomb,traces of glue from an old tag and  adhesive tape,,,,,,,5553,,,,,,"footed plate with a central scene depicting a man resembling a sea deity driving a chariot over the sea, pulled by three horses",,,footed plate,"""plates (general, dishes)""",earthenware,,,"footed plate with a central scene depicting a man resembling a sea deity driving a chariot over the sea, pulled by three horses",,,,1700-1899,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,,,,,,,,,,,,,,,,
